(6, 13467, 3, 3.0011606216430664, 0.15)
(6, 10095, 2, 3.0725960731506348, 0.1)
(6, 12543, 5, 3.2909209728240967, 0.238)
(6, 4633, 3, 3.3192262649536133, 0.15)
(6, 4686, 4, 3.5475659370422363, 0.19)
(6, 99, 1, 3.573068380355835, 0.05)
(6, 8627, 4, 3.692126750946045, 0.2)
(6, 13908, 4, 3.933201313018799, 0.19)
(6, 64, 4, 3.9964585304260254, 0.2)
(6, 14285, 5, 4.003421783447266, 0.25)
(6, 12355, 5, 4.033030033111572, 0.238)
(6, 11146, 5, 4.130647659301758, 0.25)
(6, 18977, 4, 4.224958896636963, 0.2)
(6, 51, 5, 4.242955207824707, 0.25)
(6, 6001, 4, 4.250088691711426, 0.2)
(6, 14972, 6, 4.3199896812438965, 0.3)
(6, 10254, 4, 4.3425750732421875, 0.19)
(6, 14561, 4, 4.3900933265686035, 0.2)
(6, 301, 3, 4.398924350738525, 0.15)
(6, 11585, 6, 4.403312683105469, 0.3)
(6, 14973, 6, 4.466131210327148, 0.3)
(6, 13194, 5, 4.489192485809326, 0.25)
(6, 12536, 5, 4.5603203773498535, 0.238)
(6, 11395, 5, 4.578634262084961, 0.25)
(6, 15507, 4, 4.594176769256592, 0.19)
(6, 10134, 5, 4.638238430023193, 0.25)
(6, 3718, 4, 4.743741035461426, 0.2)
(6, 1856, 5, 4.745334148406982, 0.25)
(6, 3969, 4, 4.779281139373779, 0.2)
(6, 1828, 4, 4.807081699371338, 0.2)
(6, 1135, 3, 4.821296215057373, 0.15)
(6, 15064, 5, 4.848188877105713, 0.25)
(6, 13374, 4, 4.853207588195801, 0.2)
(6, 15842, 4, 4.882458209991455, 0.2)
(6, 9679, 4, 4.8871026039123535, 0.19)
(6, 15874, 4, 4.894227504730225, 0.2)
(6, 377, 4, 4.89627742767334, 0.2)
(6, 5500, 3, 4.925567150115967, 0.143)
(6, 4343, 3, 4.936867713928223, 0.143)
(6, 3036, 4, 4.968711853027344, 0.2)
(6, 7895, 3, 4.992800235748291, 0.143)
(6, 3310, 5, 5.002023696899414, 0.25)
(6, 4549, 4, 5.015783309936523, 0.19)
(6, 10092, 6, 5.053092956542969, 0.3)
(6, 3882, 6, 5.106096267700195, 0.286)
(6, 13747, 6, 5.134082794189453, 0.3)
(6, 10945, 7, 5.14024019241333, 0.35)
(6, 4613, 6, 5.143121719360352, 0.3)
(6, 5521, 4, 5.148965358734131, 0.19)
(6, 450, 5, 5.196447849273682, 0.25)
(6, 4177, 5, 5.214856147766113, 0.25)
(6, 20448, 7, 5.215368270874023, 0.35)
(6, 5014, 6, 5.233401775360107, 0.3)
(6, 2243, 6, 5.235969543457031, 0.3)
(6, 18877, 5, 5.289884090423584, 0.25)
(6, 1084, 6, 5.3560686111450195, 0.286)
(6, 1065, 6, 5.423762321472168, 0.3)
(6, 9944, 4, 5.4328389167785645, 0.2)
(6, 1989, 6, 5.441028594970703, 0.3)
(6, 8889, 5, 5.499094486236572, 0.238)
(6, 408, 7, 5.502203941345215, 0.35)
(6, 11129, 5, 5.557106971740723, 0.25)
(6, 13466, 5, 5.5706892013549805, 0.25)
(6, 165, 5, 5.574027061462402, 0.25)
(6, 1105, 5, 5.5938310623168945, 0.25)
(6, 379, 5, 5.603065013885498, 0.25)
(6, 1409, 6, 5.616133213043213, 0.286)
(6, 7946, 5, 5.622779846191406, 0.25)
(6, 7869, 5, 5.646353244781494, 0.25)
(6, 7319, 5, 5.652058124542236, 0.25)
(6, 960, 6, 5.710023880004883, 0.286)
(6, 18881, 5, 5.72899055480957, 0.25)
(6, 5424, 5, 5.769454002380371, 0.238)
(6, 7022, 6, 5.772204875946045, 0.3)
(6, 78, 7, 5.782716751098633, 0.333)
(6, 126, 5, 5.787214756011963, 0.25)
(6, 1497, 6, 5.804271221160889, 0.286)
(6, 10098, 5, 5.806660175323486, 0.25)
(6, 16369, 7, 5.806829452514648, 0.333)
(6, 1496, 6, 5.821855545043945, 0.286)
(6, 12324, 7, 5.862302780151367, 0.35)
(6, 16637, 7, 5.86397123336792, 0.333)
(6, 3832, 7, 5.8662590980529785, 0.333)
(6, 1485, 5, 5.9057135581970215, 0.25)
(6, 4190, 4, 5.913431167602539, 0.19)
(6, 1104, 5, 5.951761245727539, 0.25)
(6, 1524, 6, 5.964572906494141, 0.286)
(6, 17586, 4, 5.96696138381958, 0.2)
(6, 11063, 6, 5.9939775466918945, 0.3)
(6, 257, 6, 6.0022969245910645, 0.3)
(6, 7544, 6, 6.028266429901123, 0.3)
(6, 18530, 5, 6.044144153594971, 0.25)
(6, 7190, 6, 6.052720546722412, 0.3)
(6, 1153, 6, 6.061404705047607, 0.286)
(6, 9769, 5, 6.078776836395264, 0.25)
(6, 892, 6, 6.078864097595215, 0.3)
(6, 7512, 6, 6.082354545593262, 0.3)
