(6, 4852, 6, 3.921382427215576, 0.451)
(6, 1409, 6, 3.9373538494110107, 0.451)
(6, 10095, 2, 3.9618020057678223, 0.181)
(6, 11585, 6, 4.052063941955566, 0.451)
(6, 5056, 7, 4.178664207458496, 0.503)
(6, 4633, 3, 4.25161075592041, 0.259)
(6, 960, 6, 4.257082462310791, 0.451)
(6, 18977, 4, 4.33096981048584, 0.33)
(6, 14561, 4, 4.6186981201171875, 0.33)
(6, 3576, 7, 4.812958240509033, 0.503)
(6, 99, 1, 4.903187274932861, 0.095)
(6, 301, 3, 4.96671199798584, 0.259)
(6, 11395, 5, 5.011424541473389, 0.393)
(6, 3036, 4, 5.084843635559082, 0.33)
(6, 14285, 5, 5.113179683685303, 0.393)
(6, 8627, 4, 5.235689163208008, 0.33)
(6, 1989, 6, 5.239973545074463, 0.451)
(6, 10254, 4, 5.251458168029785, 0.33)
(6, 13908, 4, 5.277843475341797, 0.33)
(6, 64, 4, 5.278475761413574, 0.33)
(6, 1828, 4, 5.312126159667969, 0.344)
(6, 7512, 6, 5.314044952392578, 0.468)
(6, 3882, 6, 5.325773239135742, 0.451)
(6, 17586, 4, 5.335490703582764, 0.33)
(6, 2028, 5, 5.384366512298584, 0.393)
(6, 13467, 3, 5.436339378356934, 0.259)
(6, 4686, 4, 5.477285861968994, 0.33)
(6, 15507, 4, 5.512948513031006, 0.33)
(6, 11146, 5, 5.596547603607178, 0.393)
(6, 2243, 6, 5.6120405197143555, 0.451)
(6, 5014, 6, 5.638969898223877, 0.468)
(6, 4343, 3, 5.643047332763672, 0.259)
(6, 7895, 3, 5.643047332763672, 0.259)
(6, 7544, 6, 5.70692253112793, 0.451)
(6, 13747, 6, 5.755105018615723, 0.451)
(6, 3969, 4, 5.759241104125977, 0.33)
(6, 4549, 4, 5.78245735168457, 0.33)
(6, 7567, 6, 5.795411586761475, 0.468)
(6, 18881, 5, 5.847017288208008, 0.393)
(6, 7764, 7, 5.8702192306518555, 0.503)
(6, 15874, 4, 6.055102348327637, 0.33)
(6, 51, 5, 6.076090335845947, 0.409)
(6, 13916, 5, 6.082237243652344, 0.409)
(6, 12536, 5, 6.111860752105713, 0.393)
(6, 1135, 3, 6.135221004486084, 0.259)
(6, 3082, 7, 6.139564037322998, 0.503)
(6, 11063, 6, 6.155900478363037, 0.451)
(6, 12355, 5, 6.198945045471191, 0.393)
(6, 10945, 7, 6.206443786621094, 0.521)
(6, 165, 5, 6.214271545410156, 0.409)
(6, 12543, 5, 6.244773864746094, 0.393)
(6, 8889, 5, 6.2535858154296875, 0.393)
(6, 4590, 8, 6.271462917327881, 0.551)
(6, 4177, 5, 6.27468204498291, 0.393)
(6, 13231, 5, 6.276143550872803, 0.409)
(6, 2274, 7, 6.29298734664917, 0.503)
(6, 1315, 7, 6.319498538970947, 0.503)
(6, 15064, 5, 6.321182727813721, 0.393)
(6, 7190, 6, 6.332006931304932, 0.451)
(6, 2195, 6, 6.336285591125488, 0.451)
